disasterNumber,state,incidentType,incidentBeginDate,incidentEndDate,ihProgramDeclared,paProgramDeclared
5166,KY,Fire,2016-11-18T00:00:00.000Z,2016-11-22T00:00:00.000Z,0,1
5166,KY,Fire,2016-11-18T00:00:00.000Z,2016-11-22T00:00:00.000Z,0,1
5166,KY,Fire,2016-11-18T00:00:00.000Z,2016-11-22T00:00:00.000Z,0,1
5166,KY,Fire,2016-11-18T00:00:00.000Z,2016-11-22T00:00:00.000Z,0,1
5158,KY,Fire,2016-11-08T00:00:00.000Z,2016-11-21T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4861,WV,Severe Storm,2025-02-15T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4861,WV,Severe Storm,2025-02-15T00:00:00.000Z,2025-02-18T00:00:00.000Z,1,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
3626,KY,Severe Storm,2025-04-02T00:00:00.000Z,,0,1
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4777,OH,Tornado,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,1,0
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4863,VA,Severe Storm,2025-02-10T00:00:00.000Z,2025-02-18T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4860,KY,Severe Storm,2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,0,1
4674,VA,Severe Storm,2022-07-13T00:00:00.000Z,2022-07-14T00:00:00.000Z,0,1
4674,VA,Severe Storm,2022-07-13T00:00:00.000Z,2022-07-14T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,0,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4663,KY,Flood,2022-07-26T00:00:00.000Z,2022-08-11T00:00:00.000Z,1,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4644,VA,Severe Storm,2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4643,KY,Severe Storm,2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,0,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4630,KY,Tornado,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,1,1
4628,VA,Flood,2021-08-30T00:00:00.000Z,2021-08-31T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,0,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,0
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4618,PA,Hurricane,2021-08-31T00:00:00.000Z,2021-09-05T00:00:00.000Z,1,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,0,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,0,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,0,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,1,0
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,1,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,1,1
4605,WV,Flood,2021-02-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,1,1
4603,WV,Severe Ice Storm,2021-02-10T00:00:00.000Z,2021-02-16T00:00:00.000Z,0,1
4603,WV,Severe Ice Storm,2021-02-10T00:00:00.000Z,2021-02-16T00:00:00.000Z,0,1
4603,WV,Severe Ice Storm,2021-02-10T00:00:00.000Z,2021-02-16T00:00:00.000Z,0,1
4603,WV,Severe Ice Storm,2021-02-10T00:00:00.000Z,2021-02-16T00:00:00.000Z,0,1
4603,WV,Severe Ice Storm,2021-02-10T00:00:00.000Z,2021-02-16T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4602,VA,Severe Ice Storm,2021-02-11T00:00:00.000Z,2021-02-13T00:00:00.000Z,0,1
4595,KY,Flood,2021-02-27T00:00:00.000Z,2021-03-14T00:00:00.000Z,0,1
4595,KY,Flood,2021-02-27T00:00:00.000Z,2021-03-14T00:00:00.000Z,0,1
4595,KY,Flood,2021-02-27T00:00:00.000Z,2021-03-14T00:00:00.000Z,0,1
